code;family_variant;parent;categories;climate;description;price;name;url_key;pattern;style_bottom;style_general;image;small_image;thumbnail
WS08;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_promotions_women_sale,default_category;climate_indoor,climate_warm;"<p>Don't be fooled by the simple design of our Minerva LumaTech&trade; V-Neck Tee. This classic training top features the same serious sweat-wicking technology as some of the more expensive tees in our lineup.</p>
<p>&bull; Navy blue heather soft v-neck tee.<br />&bull; Flatlock seams for chafe-free comfort.<br />&bull; Relaxed cut.<br />&bull; Ultra-lightweight fabric.<br />&bull; Machine wash/dry.</p>";32;"Minerva LumaTech&trade; V-Tee";minerva-lumatech-trade-v-tee;pattern_solid;;style_general_tee;w/s/ws08-blue_main.jpg;w/s/ws08-blue_main.jpg;w/s/ws08-blue_main.jpg
WS09;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_promotions_women_sale,default_category_collections_eco_friendly,default_category;climate_indoor,climate_warm;"<p>You'll work out and look cute doing it in the short-sleeve Tiffany Fitness Tee. The longer length and fitted cut offer a smoother silhouette, while scoop neck pattern and drape effects lend a trendy touch.</p>
<p>&bull; Teal soft scoop neck tee.<br />&bull; Contrast stitching pattern. <br />&bull; Machine wash/dry.</p>";28;Tiffany Fitness Tee;tiffany-fitness-tee;pattern_solid;;style_general_tee;w/s/ws09-blue_main.jpg;w/s/ws09-blue_main.jpg;w/s/ws09-blue_main.jpg
WS10;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_warm;"<p>The Karissa V-Neck Tee features a semi-fitted shape that's flattering for every figure. You can hit the gym with confidence while it hugs curves and hides common ""problem"" areas.</p>
<p>&bull; Pink heather soft v-neck tee. <br />&bull; Luma signature micro sleeves.<br />&bull; Semi-fitted. <br />&bull; Machine wash/dry.</p>";32;Karissa V-Neck Tee;karissa-v-neck-tee;pattern_solid;;style_general_tee;w/s/ws10-red_main.jpg;w/s/ws10-red_main.jpg;w/s/ws10-red_main.jpg
WS11;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_promotions_women_sale,default_category_collections_erin_recommends,default_category;climate_indoor,climate_warm;"<p>The Diva Gym Tee feels like your favorite right out of the mailbox. Micro-sleeved, lightweight and extra comfortable, it's a casual staple that hides incredible comfort behind a laid-back, carefree look.</p>
<p>&bull; Bright yellow v-neck tee.<br />&bull; Moisture-wicking fabric. <br />&bull; Long-Sleeves. <br />&bull; Machine wash/line dry.</p>";32;Diva Gym Tee;diva-gym-tee;pattern_solid;;style_general_tee;w/s/ws11-yellow_main.jpg;w/s/ws11-yellow_main.jpg;w/s/ws11-yellow_main.jpg
WS12;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_warm;"<p>So light and comfy, you'll love the Radiant Tee's organic fabric, feel, performance and style. You may never want to stop moving in this shirt.</p>
<p>&bull; Salmon soft scoop neck tee.<br />&bull; Athletic, semi-form fit.<br />&bull; Flat seams prevent chafing.<br />&bull; 67% Organic Cotton / 28% Hemp / 5% Spandex.</p>";22;Radiant Tee;radiant-tee;pattern_solid;;style_general_tee;w/s/ws12-orange_main.jpg;w/s/ws12-orange_main.jpg;w/s/ws12-orange_main.jpg
WSH01;bottom_color_size;;default_category_women_bottoms_shorts,default_category_collections_new_luma_yoga_collection,default_category_collections_eco_friendly,default_category;climate_indoor,climate_hot,climate_mild,climate_warm;"<p>Don't let the plain style fool you: the Fiona Fitness Short demands notice on several levels. Comfort, of course. But also a performance-grade wicking fabric that takes everything you can give.</p>
<p>&bull; Black run shorts <br />- cotton/spandex.<br />&bull; 5&rdquo; inseam.<br />&bull; Machine wash/Line dry.</p>";29;Fiona Fitness Short;fiona-fitness-short;pattern_solid;style_bottom_basic,style_bottom_base_layer;;w/s/wsh01-black_main.jpg;w/s/wsh01-black_main.jpg;w/s/wsh01-black_main.jpg
WSH02;bottom_color_size;;default_category_women_bottoms_shorts,default_category_promotions_women_sale,default_category;climate_indoor,climate_hot,climate_mild,climate_warm;"<p>Even laid-back women like to stay stylish, and that's just what the Maxima Drawstring Short delivers. An elastic waist keeps the fit flexible, on the deck at home or on a trail walk. Sporty tennis flair adds an athletic accent.</p>
<p>&bull; Light gray run shorts <br />- cotton polyester. <br />&bull; Contrast binding. <br />&bull; 3"" inseam. <br />&bull; Machine wash/dry.</p>";28;Maxima Drawstring Short;maxima-drawstring-short;pattern_solid;style_bottom_basic;;w/s/wsh02-gray_main.jpg;w/s/wsh02-gray_main.jpg;w/s/wsh02-gray_main.jpg
WSH03;bottom_color_size;;default_category_women_bottoms_shorts,default_category_collections_new_luma_yoga_collection,default_category_collections_performance_fabrics,default_category;climate_all_weather,climate_indoor,climate_hot;"<p>For a completely modern style with moisture-wicking CoolTech&trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.</p>
<p>&bull; Dark heather gray rouched bike shorts.<br />&bull; Fitted. Inseam: 2"". <br />&bull; Machine wash/dry.</p>";50;Gwen Drawstring Bike Short;gwen-drawstring-bike-short;pattern_solid;style_bottom_basic,style_bottom_snug,style_bottom_base_layer;;w/s/wsh03-gray_main.jpg;w/s/wsh03-gray_main.jpg;w/s/wsh03-gray_main.jpg
WSH04;bottom_color_size;;default_category_women_bottoms_shorts;climate_all_weather,climate_indoor,climate_hot,climate_mild,climate_warm;"<p>Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.</p>
<p>&bull; Black rouched shorts with mint waist. <br />&bull; Soft, lightweight construction.<br />&bull; LumaTech&trade; wicking technology.<br />&bull; Semi-fitted.</p>";45;Artemis Running Short;artemis-running-short;pattern_solid_highlight;style_bottom_basic;;w/s/wsh04-black_main.jpg;w/s/wsh04-black_main.jpg;w/s/wsh04-black_main.jpg
WSH05;bottom_color_size;;default_category_women_bottoms_shorts,default_category_promotions_women_sale,default_category;climate_all_weather,climate_hot,climate_warm;"<p>Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.</p>
<p>&bull; Navy cotton shorts with light bue waist detail.<br />&bull; Front shirred waistband.<br />&bull; Flat-lock, chafe-free side seams.<br />&bull; Vented gusset.<br />&bull; Hidden interior pocket.<br />&bull; Sustainable and recycled fabric.</p>";28;Bess Yoga Short;bess-yoga-short;pattern_solid_highlight;style_bottom_basic;;w/s/wsh05-blue_main.jpg;w/s/wsh05-blue_main.jpg;w/s/wsh05-blue_main.jpg
WSH06;bottom_color_size;;default_category_women_bottoms_shorts;climate_all_weather,climate_indoor,climate_hot;"<p>The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.</p>
<p>&bull; Dark heather gray running shorts.<br />&bull; Snug fit. <br />&bull; Elastic waistband. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";42;Angel Light Running Short;angel-light-running-short;pattern_solid;style_bottom_basic,style_bottom_snug;;w/s/wsh06-gray_main.jpg;w/s/wsh06-gray_main.jpg;w/s/wsh06-gray_main.jpg
WSH07;bottom_color_size;;default_category_women_bottoms_shorts,default_category_collections_new_luma_yoga_collection,default_category;climate_all_weather,climate_indoor,climate_hot,climate_mild,climate_warm;"<p>Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.</p>
<p>&bull; Black compression shorts.<br />&bull; High-waisted cut.<br />&bull; Compression fit.<br />&bull; Inseam: 1.0"". <br />&bull; Machine wash/dry.</p>";24;Echo Fit Compression Short;echo-fit-compression-short;pattern_solid;style_bottom_snug,style_bottom_base_layer,style_bottom_compression;;w/s/wsh07-black_main.jpg;w/s/wsh07-black_main.jpg;w/s/wsh07-black_main.jpg
WSH08;bottom_color_size;;default_category_women_bottoms_shorts,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_hot;"<p>Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.</p>
<p>&bull; Blue running shorts with green waist.<br />&bull; Drawstring-adjustable waist.<br />&bull; 4"" inseam. Machine wash/line dry.</p>";44;Sybil Running Short;sybil-running-short;pattern_solid_highlight;style_bottom_basic;;w/s/wsh08-purple_main.jpg;w/s/wsh08-purple_main.jpg;w/s/wsh08-purple_main.jpg
WSH09;bottom_color_size;;default_category_women_bottoms_shorts;climate_mild,climate_warm;"<p>You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.</p>
<p>&bull; Gray/seafoam two-layer shorts.<br />&bull; Water-resistant construction.<br />&bull; Inner mesh brief for breathable support.<br />&bull; 2.0"" inseam.<br />&bull; Reflective trim for visibility.</p>";44;Mimi All-Purpose Short;mimi-all-purpose-short;pattern_solid_highlight;style_bottom_basic;;w/s/wsh09-gray_main.jpg;w/s/wsh09-gray_main.jpg;w/s/wsh09-gray_main.jpg
WSH10;bottom_color_size;;default_category_women_bottoms_shorts,default_category_collections_eco_friendly,default_category;climate_all_weather,climate_warm;"<p>Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.</p>
<p>&bull; Black/pink two-layer shorts.<br />&bull; Low-rise elastic waistband.<br />&bull; Relaxed fit. <br />&bull; Ultra-lightweight fabric. <br />&bull; Internal drawstring. <br />&bull; Machine wash/dry.</p>";40;Ana Running Short;ana-running-short;pattern_solid_highlight;style_bottom_basic;;w/s/wsh10-black_main.jpg;w/s/wsh10-black_main.jpg;w/s/wsh10-black_main.jpg
WSH11;bottom_color_size;;default_category_women_bottoms_shorts,default_category_collections_erin_recommends,default_category;climate_all_weather,climate_hot,climate_warm;"<p>One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.</p>
<p>&bull; Royal blue bike shorts.<br />&bull; Compression fit. <br />&bull; Moisture-wicking. <br />&bull; Anti-microbial. <br />&bull; Machine wash/dry.</p>";49;Ina Compression Short;ina-compression-short;pattern_solid;style_bottom_snug,style_bottom_base_layer,style_bottom_compression;;w/s/wsh11-blue_main.jpg;w/s/wsh11-blue_main.jpg;w/s/wsh11-blue_main.jpg
WSH12;bottom_color_size;;default_category_women_bottoms_shorts,default_category_collections_erin_recommends,default_category;climate_hot,climate_mild,climate_warm;"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p>
<p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>";45;Erika Running Short;erika-running-short;pattern_graphic_print;style_bottom_basic,style_bottom_snug;;w/s/wsh12-green_main.jpg;w/s/wsh12-green_main.jpg;w/s/wsh12-green_main.jpg
WT01;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_collections_eco_friendly,default_category;climate_indoor,climate_warm;"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p>
<p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>";29;Bella Tank;bella-tank;pattern_solid;;style_general_tank;w/t/wt01-blue_main.jpg;w/t/wt01-blue_main.jpg;w/t/wt01-blue_main.jpg
WT02;top_color_size;;default_category_women_tops_bras_and_tanks;climate_indoor,climate_warm;"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p>
<p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>";29;Zoe Tank;zoe-tank;pattern_solid;;style_general_tank;w/t/wt02-orange_main.jpg;w/t/wt02-orange_main.jpg;w/t/wt02-orange_main.jpg
WT03;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_collections_new_luma_yoga_collection,default_category_collections_erin_recommends,default_category;climate_indoor,climate_warm;"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p>
<p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>";39;Nora Practice Tank;nora-practice-tank;pattern_solid;;style_general_tank;w/t/wt03-red_main.jpg;w/t/wt03-red_main.jpg;w/t/wt03-red_main.jpg
WT04;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_warm;"<p>It doesn't matter if your goal is 5 miles or an hour of Vinyasa, because our Nona Fitness Tank does it all. You don't have to sacrifice either -- this v-neck top features smooth, chafe-free seams and a breathable mesh back insert. Cute, too.</p>
<p>&bull; Blue/white striped mesh tank.<br />&bull; Relaxed fit. <br />&bull; Chafe-resistant trim around armholes and collar. <br />&bull; Machine wash/dry.</p>";39;Nona Fitness Tank;nona-fitness-tank;pattern_striped;;style_general_tank;w/t/wt04-blue_main.jpg;w/t/wt04-blue_main.jpg;w/t/wt04-blue_main.jpg
WT05;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_collections_erin_recommends,default_category;climate_indoor,climate_warm;"<p>The Leah Yoga Top offers a practical, comfortable upper that will not compromise your style. Body hugging fit and interior shelf bra make it suitable for active or leisure pursuits.</p>
<p>&bull; Blue heather rouched tank top.<br />&bull; Camisole tank top.<br />&bull; Banding and shirring details.<br />&bull; Body hugging fit.<br />&bull; Contrast topstitch.<br />&bull; Interior shelf bra with shapewear technology.<br />&bull; 65% Polyester 35% Cotton.</p>";39;Leah Yoga Top;leah-yoga-top;pattern_solid;;style_general_tank,style_general_camisole;w/t/wt05-purple_main.jpg;w/t/wt05-purple_main.jpg;w/t/wt05-purple_main.jpg
WT06;top_color_size;;default_category_women_tops_bras_and_tanks;climate_indoor,climate_warm;"<p>You've earned your figure, so stay cool and let it do all the talking in the form-fitted, sleek racerback Chloe Compete Tank. Designed for total range of motion and performance, the Nona is made with highly breathable mesh fabric.</p>
<p>&bull; Royal blue tank top - nylon/spandex.<br />&bull; Flatlock stitching.<br />&bull; Moisture-wicking fabric. <br />&bull; Ergonomic seaming. <br />&bull; Machine wash/dry.</p>";39;Chloe Compete Tank;chloe-compete-tank;pattern_solid;;style_general_tank;w/t/wt06-blue_main.jpg;w/t/wt06-blue_main.jpg;w/t/wt06-blue_main.jpg
WT07;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_warm;"<p>With abutted seams and moisture wicking capacity, the Maya Tunic lets you work out in complete comfort.</p>
<p>&bull; Mint green heather tunic-style tank. <br />&bull; Wrapped back with cut out detail.<br />&bull; Drawcord detail at end.<br />&bull; Abutted seams.</p>";29;Maya Tunic;maya-tunic;pattern_solid;;style_general_tank;w/t/wt07-green_main.jpg;w/t/wt07-green_main.jpg;w/t/wt07-green_main.jpg
WT08;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_promotions_women_sale,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_warm;"<p>You won't know what you like best about the Antonia Racer Tank: soft, stretchy, lightweight fabric? Super-cute colorblocked details? Whatever it is, this piece is sure to quickly move to the top of your workout rotation.</p>
<p>&bull; Machine wash.<br />&bull; Line dry.</p>";34;Antonia Racer Tank;antonia-racer-tank;pattern_solid;;style_general_tank;w/t/wt08-black_main.jpg;w/t/wt08-black_main.jpg;w/t/wt08-black_main.jpg
WT09;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_promotions_women_sale,default_category_collections_erin_recommends,default_category;climate_indoor,climate_warm;"<p>The Breathe Easy Tank is so soft, lightweight, and comfortable, you won't even know it's there -- until its high-tech Cocona&reg; fabric starts wicking sweat away from your body to help you stay dry and focused. Layer it over your favorite sports bra and get moving.</p>
<p>&bull; Machine wash/dry.<br />&bull; Cocona&reg; fabric.</p>";34;Breathe-Easy Tank;breathe-easy-tank;pattern_solid;;style_general_tank;w/t/wt09-white_main.jpg;w/t/wt09-white_main.jpg;w/t/wt09-white_main.jpg
